-4229296747893273212,1674067374
-4229296747893273212,346771110
-4229296747893273212,58710774
-4229296747893273211,58710774
-4229296747893273211,346771110
-4229296747893273210,58710774
-4229296747893273210,910703514
-4229296747893273210,1674067374
-4229296747893273210,58710774
-4229296747893273209,910703514
-4229296747893273209,346771110
-4229296747893273209,1674067374
-4229296747893273208,354051939
-4229296747893273208,58710774
-4229296747893273208,354051939
-4229296747893273208,58710774
-4229296747893273207,910703514
-4229296747893273207,346771110
-4229296747893273207,910703514
-4229296747893273206,354051939
-4229296747893273206,910703514
-4229296747893273205,58710774
-4229296747893273205,910703514
-4229296747893273204,1674067374
-4229296747893273204,346771110
-4229296747893273204,346771110
-4229296747893273203,910703514
-4229296747893273203,1674067374
-4229296747893273203,354051939
-4229296747893273203,1674067374
-4229296747893273202,354051939
-4229296747893273202,354051939
-4229296747893273202,910703514
-4229296747893273201,346771110
-4229296747893273201,58710774
-4229296747893273201,346771110
-4229296747893273201,910703514
-4229296747893273200,346771110
-4229296747893273199,354051939
-4229296747893273198,58710774
-4229296747893273198,346771110
-4229296747893273197,354051939
-4229296747893273196,346771110
-4229296747893273196,1674067374
-4229296747893273196,1674067374
-4229296747893273196,1674067374
-4229296747893273195,1674067374
-4229296747893273195,58710774
-4229296747893273195,354051939
-4229296747893273194,58710774
-4229296747893273194,1674067374
-4229296747893273193,346771110
-4229296747893273193,1674067374
-4229296747893273192,1674067374
-4229296747893273192,910703514
-4229296747893273191,346771110
-4229296747893273191,354051939
-4229296747893273191,1674067374
-4229296747893273190,354051939
-4229296747893273190,58710774
-4229296747893273189,354051939
-4229296747893273189,1674067374
-4229296747893273188,58710774
-4229296747893273188,346771110
-4229296747893273188,346771110
-4229296747893273187,354051939
-4229296747893273187,910703514
-4229296747893273186,1674067374
-4229296747893273186,910703514
-4229296747893273185,58710774
-4229296747893273184,1674067374
-4229296747893273184,346771110
-4229296747893273184,910703514
-4229296747893273183,58710774
-4229296747893273182,346771110
-4229296747893273182,354051939
-4229296747893273182,910703514
-4229296747893273181,1674067374
-4229296747893273181,354051939
-4229296747893273181,354051939
-4229296747893273180,58710774
-4229296747893273179,354051939
-4229296747893273179,346771110
-4229296747893273179,346771110
-4229296747893273179,346771110
-4229296747893273178,354051939
-4229296747893273178,58710774
-4229296747893273178,1674067374
-4229296747893273177,58710774
-4229296747893273177,346771110
-4229296747893273177,354051939
-4229296747893273176,354051939
-4229296747893273176,58710774
-4229296747893273175,354051939
-4229296747893273174,1674067374
-4229296747893273174,1674067374
-4229296747893273174,354051939
-4229296747893273173,58710774
-4229296747893273173,354051939
-4229296747893273172,58710774
-4229296747893273172,1674067374
-4229296747893273172,354051939
-4229296747893273171,1674067374
-4229296747893273170,354051939
-4229296747893273170,58710774
-4229296747893273169,1674067374
-4229296747893273168,910703514
-4229296747893273167,346771110
-4229296747893273167,354051939
-4229296747893273167,346771110
-4229296747893273167,910703514
-4229296747893273166,354051939
-4229296747893273166,1674067374
-4229296747893273165,346771110
-4229296747893273165,346771110
-4229296747893273164,354051939
-4229296747893273163,354051939
-4229296747893273163,346771110
-4229296747893273162,354051939
-4229296747893273162,354051939
-4229296747893273161,58710774
-4229296747893273160,1674067374
-4229296747893273159,354051939
-4229296747893273159,58710774
-4229296747893273158,1674067374
-4229296747893273158,346771110
-4229296747893273157,346771110
-4229296747893273157,58710774
-4229296747893273157,58710774
-4229296747893273157,910703514
-4229296747893273156,58710774
-4229296747893273156,354051939
-4229296747893273155,58710774
-4229296747893273155,1674067374
-4229296747893273154,346771110
-4229296747893273154,354051939
-4229296747893273153,1674067374
-4229296747893273153,910703514
-4229296747893273153,1674067374
-4229296747893273153,910703514
-4229296747893273152,58710774
-4229296747893273152,910703514
-4229296747893273152,354051939
-4229296747893273151,910703514
-4229296747893273150,910703514
-4229296747893273150,58710774
-4229296747893273149,58710774
-4229296747893273149,910703514
-4229296747893273149,1674067374
-4229296747893273148,58710774
-4229296747893273148,354051939
-4229296747893273148,346771110
-4229296747893273148,1674067374
-4229296747893273147,58710774
-4229296747893273146,910703514
