1079945951,-4229296747893243525,-1055246641,-2040296361
1079945951,-4229296747893243524,2347575,333686224
1079945951,-4229296747893243523,915429633,155030204
1079945951,-4229296747893243522,140390822,1328570878
1079945951,-4229296747893243521,1569816264,2069823775
1079945951,-4229296747893243520,1936228229,-271030976
1079945951,-4229296747893243519,-1498806735,-271030976
1079945951,-4229296747893243518,209755203,333686224
1079945951,-4229296747893243517,696485146,1328570878
1079945951,-4229296747893243516,1412678440,280279709
1079945951,-4229296747893243515,-1869763836,333686224
1079945951,-4229296747893243514,-2016305946,2069823775
1079945951,-4229296747893243513,427975746,1328570878
1079945951,-4229296747893243512,70605311,333686224
1079945951,-4229296747893243511,142353680,155030204
1079945951,-4229296747893243510,41880635,155030204
1079945951,-4229296747893243509,-530521959,333686224
1079945951,-4229296747893243508,348856919,2063857721
1079945951,-4229296747893243507,208007165,2063857721
1079945951,-4229296747893243506,113436233,1328570878
1079945951,-4229296747893243505,-1998848747,333686224
1079945951,-4229296747893243504,1964030044,-271030976
1079945951,-4229296747893243503,-1925120582,2063857721
1079945951,-4229296747893243502,-521278465,2069823775
1079945951,-4229296747893243501,1446088540,155030204
1079945951,-4229296747893243500,817738546,2069823775
1079945951,-4229296747893243499,-779004996,155030204
1079945951,-4229296747893243498,1580647795,333686224
1079945951,-4229296747893243497,-1209046282,155030204
1079945951,-4229296747893243496,705933908,-271030976
1079945951,-4229296747893243495,982038132,333686224
1079945951,-4229296747893243494,-1279833488,280279709
1079945951,-4229296747893243493,-2100720411,2069823775
1079945951,-4229296747893243492,1023160010,155030204
1079945951,-4229296747893243491,-727717903,2063857721
1079945951,-4229296747893243490,-1712537985,2069823775
1079945951,-4229296747893243489,-735116666,2069823775
1079945951,-4229296747893243488,1249754193,333686224
1079945951,-4229296747893243487,1615072499,-2040296361
1079945951,-4229296747893243486,-2016466501,155030204
1079945951,-4229296747893243485,-2007940075,333686224
1079945951,-4229296747893243484,-1094703052,2069823775
1079945951,-4229296747893243483,-227535677,-2040296361
1079945951,-4229296747893243482,74921188,-271030976
1079945951,-4229296747893243481,1366718133,-2040296361
1079945951,-4229296747893243480,-595234768,155030204
1079945951,-4229296747893243479,-2048927199,333686224
1079945951,-4229296747893243478,1041017961,280279709
1079945951,-4229296747893243477,76149804,280279709
1079945951,-4229296747893243476,-524117896,1328570878
