1079945951,-4229296747893264775,-1880978834,729723590
1079945951,-4229296747893264774,869938587,2106949231
1079945951,-4229296747893264773,-785963615,729723590
1079945951,-4229296747893264772,-497301641,1349059778
1079945951,-4229296747893264771,-738656526,1420967710
1079945951,-4229296747893264770,663586512,1420967710
1079945951,-4229296747893264769,1868686812,729723590
1079945951,-4229296747893264768,-573245045,-220248288
1079945951,-4229296747893264767,892486553,-220248288
1079945951,-4229296747893264766,-2144708693,480441277
1079945951,-4229296747893264765,-94714054,1349059778
1079945951,-4229296747893264764,-1646537485,2106949231
1079945951,-4229296747893264763,-1220248314,1349059778
1079945951,-4229296747893264762,-876236763,480441277
1079945951,-4229296747893264761,-1806432143,-220248288
1079945951,-4229296747893264760,-2125929077,729723590
1079945951,-4229296747893264759,-839400596,383891097
1079945951,-4229296747893264758,1052321015,1420967710
1079945951,-4229296747893264757,2132623719,1420967710
1079945951,-4229296747893264756,-949531517,-38800028
1079945951,-4229296747893264755,-1459939257,729723590
1079945951,-4229296747893264754,-2079677912,480441277
1079945951,-4229296747893264753,189900406,-220248288
1079945951,-4229296747893264752,-1195734521,1349059778
1079945951,-4229296747893264751,-2127915556,1420967710
1079945951,-4229296747893264750,2013479929,1420967710
1079945951,-4229296747893264749,760519873,2106949231
1079945951,-4229296747893264748,-334394068,383891097
1079945951,-4229296747893264747,946806215,2106949231
1079945951,-4229296747893264746,-1411359905,729723590
1079945951,-4229296747893264745,-1549584195,729723590
1079945951,-4229296747893264744,1415670982,-38800028
1079945951,-4229296747893264743,-782184187,383891097
1079945951,-4229296747893264742,-1779597056,-38800028
1079945951,-4229296747893264741,507414456,1420967710
1079945951,-4229296747893264740,-2105013457,-38800028
1079945951,-4229296747893264739,-879977970,-220248288
1079945951,-4229296747893264738,1590404166,1349059778
1079945951,-4229296747893264737,-1888970620,1349059778
1079945951,-4229296747893264736,-328967239,-220248288
1079945951,-4229296747893264735,1497889014,2106949231
1079945951,-4229296747893264734,1407634974,383891097
1079945951,-4229296747893264733,2096505636,-220248288
1079945951,-4229296747893264732,-1929351232,-38800028
1079945951,-4229296747893264731,609467139,480441277
1079945951,-4229296747893264730,-2144387339,383891097
1079945951,-4229296747893264729,609385903,381492716
1079945951,-4229296747893264728,777167350,480441277
1079945951,-4229296747893264727,750481884,1349059778
1079945951,-4229296747893264726,-20619984,381492716
1079945951,-4229296747893264725,213358416,-38800028
1079945951,-4229296747893264724,-1536012602,480441277
1079945951,-4229296747893264723,-1570892977,-220248288
1079945951,-4229296747893264722,-465332667,381492716
1079945951,-4229296747893264721,1638434351,383891097
1079945951,-4229296747893264720,416186705,-220248288
1079945951,-4229296747893264719,-195306339,-38800028
1079945951,-4229296747893264718,-1482151046,1349059778
1079945951,-4229296747893264717,2000005942,383891097
